Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,source,saved_path,detail_specs_html_path
"Asus TUF Gaming FA506NCG-HN184W | R7-7445HS/16GB/512GB/15.6""",asus,,,,,16,,,512,15.6,,,,,,21790000,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa506ncg-hn184w-r7-7445hs?sku=00921546,fpt,data/fpt/raw_htmls/0034.html,
Laptop HP 15-fd0305TU A2NL6PA | CPU i3 1315U/8GB/256GB,hp,,,,,8,,,256,,,,,,,12190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-fd0305tu-i3-1315u-a2nl6pa?sku=00916650,fpt,data/fpt/raw_htmls/0040.html,
Dell Inspiron 15 3520 i5U165W11BLU-FP | i5 1235U/16GB/512GB,dell,,,,,16,,,512,,,,,,,14990000,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-i5-1235ui5u165w11blu-fp?sku=00911038,fpt,data/fpt/raw_htmls/0046.html,
"MSI Thin 15 B13UC-3247VN | i5-13420H/16GB/512GB/15.6""",msi,Intel,i5-13420h,13,,16,,,512,15.6,,,,,,19990000,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin-15-b13uc-3247vn-i5-13420h?sku=00921510,fpt,data/fpt/raw_htmls/0047.html,
"MSI Modern 14 F13MG-466VN | i5 1334U/16GB/512GB/14""",msi,,,,,16,,,512,14,,,,,,17490000,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-f13mg-466vn-i5-1334u?sku=00920324,fpt,data/fpt/raw_htmls/0049.html,
"Lenovo V14 G4 IRU i3-1315U (83A000S4VN) chính hãng, giá rẻ",lenovo,Intel,i3-1315u,13,,,,,,,,,,,,11290000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-v14-g4-iru-i3-1315u-83a000s4vn?sku=00922835,fpt,data/fpt/raw_htmls/0052.html,
Lenovo IdeaPad Slim 3 14IRH10 83K0000AVN | i5-13420H,lenovo,Intel,i5-13420h,13,,,,,,,,,,,,17890000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-83k0000avn,fpt,data/fpt/raw_htmls/0054.html,
Asus TUF Gaming A15 FA506NCR-HN047W | R7-7435HS/16GB/512GB,asus,,,,,16,,,512,,,,,,,21590000,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-a15-fa506ncr-hn047w-r7-7435hs?sku=00912014,fpt,data/fpt/raw_htmls/0058.html,
"MacBook Neo 2026 giá rẻ, ưu đãi 5 triệu, góp 0%",apple,,,,,8,,,256,13,2408 x 1506,,,,,16490000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-256gb,fpt,data/fpt/raw_htmls/0061.html,
"Macbook Air M2 2024 | Chính hãng Apple, sẵn hàng, giá tốt",apple,Apple,m2,,,,,,,,,,Apple,,,19990000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-13-2024-8cpu-8gpu-16gb-256gb,fpt,data/fpt/raw_htmls/0062.html,
"Macbook Air M4 2025 | Chính hãng Apple, trả góp 0%",apple,Apple,m4,,,,,,,,,,Apple,,,25290000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m4-2025-10cpu-8gpu-16gb-256gb,fpt,data/fpt/raw_htmls/0065.html,
"Lenovo IdeaPad Slim 5 14AKP10 Ryzen AI 5 330 (83HX00ABVN) chính hãng, giá rẻ",lenovo,AMD,ryzen ai 5,5,,,,,,,,,,,,20990000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-14akp10-ryzen-ai-5-330-83hx00abvn,fpt,data/fpt/raw_htmls/0079.html,
"HP Victus 15-fb3115AX | R7 7445HS/16GB RAM/512GB/15.6""",hp,,,,,16,,,512,15.6,,,,,,30190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fb3116ax-r7-7445hs-bx9c9pa,fpt,data/fpt/raw_htmls/0088.html,
Asus Gaming V16 V3607VU-RP343W | Core 5-210H/16GB/512GB,asus,,,,,16,,,512,,,,,,,24090000,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-v16-v3607vu-rp343w-core-5-210h,fpt,data/fpt/raw_htmls/0091.html,
"Gigabyte Gaming A16 CVHI3VN893SH | i7 13620H /AI/16GB/512GB/16""",gigabyte,,,,,16,,,512,16,,,,,,35990000,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cvhi3vn893sh-i7-13620h,fpt,data/fpt/raw_htmls/0095.html,
"Lenovo Ideapad Slim 3 16ARP10 Ryzen 5 7535HS (83K80075VN) chính hãng, giá rẻ",lenovo,AMD,ryzen 5,5,,,,,,,,,,,,18790000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-16arp10-ryzen-5-7535hs-83k80075vn,fpt,data/fpt/raw_htmls/0098.html,
Lenovo Legion 5 15IRX10 83LY00HRVN | i7-13650HX/16GB/512GB,lenovo,Intel,i7-13650hx,13,,16,,,512,,,,,,,38190000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-legion-5-15irx10-i7-13650hx-83ly00hrvn,fpt,data/fpt/raw_htmls/0099.html,
"Asus Zenbook 14 UM3406GA-QD073WS Ryzen AI 7 445 chính hãng, giá rẻ",asus,AMD,ryzen ai 7,7,,,,,,,,,,,,35590000,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-um3406ga-qd073ws-ryzen-ai-7-445,fpt,data/fpt/raw_htmls/0101.html,
"HP OmniBook 5 16-ag1066AU | Ryzen Al 7 350/16GB/512GB/16""",hp,AMD,,,,16,,,512,16,,,,,,29190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-16-ag1066au-ryzen-al-7-350-bz7s9pa,fpt,data/fpt/raw_htmls/0102.html,
"HP OmniBook 5 Flip 14-fp0057TU | Core 5-120U/16GB/512GB/14""",hp,,,,,16,,,512,14,,,,,,26090000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-flip-x360-14-fp0057tu-core-5-120u-bz7q6pa,fpt,data/fpt/raw_htmls/0103.html,
Acer Nitro V 15 ProPanel ANV15-41-R7CR | Ryzen 5-7535HS,acer,AMD,ryzen 5,5,,,,,,,,,,,,28990000,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs,fpt,data/fpt/raw_htmls/0104.html,
"Asus Vivobook S3407VA-LY146W | Core 5-210H/16GB/512GB/14""",asus,,,,,16,,,512,14,,,,,,19290000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s3407va-ly146w-core-5-210h,fpt,data/fpt/raw_htmls/0107.html,
"Asus Vivobook X1605VA-MB1826W | i3-1315U/8GB/512GB/16""",asus,Intel,i3-1315u,13,,8,,,512,16,,,,,,12790000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1605va-mb1826w,fpt,data/fpt/raw_htmls/0111.html,
"Asus Vivobook S16 M3607GA-SH034W Ryzen AI 7 445 chính hãng, giá rẻ",asus,AMD,ryzen ai 7,7,,,,,,,,,,,,27190000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s16-m3607ga-sh034w-ryzen-ai-7-445,fpt,data/fpt/raw_htmls/0114.html,
"Acer Aspire Lite 14 AL14-52P-309T | i3-1305U/8GB/512GB/14""",acer,Intel,i3-1305u,13,,8,,,512,14,,,,,,14490000,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-14-al14-52p-309t-i3-1305u,fpt,data/fpt/raw_htmls/0115.html,
"Dell 15 DC15250 i7U161W11SLU 16GB/512GB | Giá tốt, góp 0%",dell,,,,,16,,,512,,,,,,,21490000,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-i7u161w11slu-512gb,fpt,data/fpt/raw_htmls/0116.html,
"Laptop HP 14-ep1200TU | Ultra 7 155H/24GB/512GB/14""",hp,,,7,,24,,,512,14,,,,,,26190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-14-ep1200tu-ultra-7-155h-d0bg9pa,fpt,data/fpt/raw_htmls/0118.html,
"Acer Aspire Go 15 AG15-72P-35X9 | i3-1305U/8GB/256GB/15.6""",acer,Intel,i3-1305u,13,,8,,,256,15.6,,,,,,13490000,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-go-15-ag15-72p-35x9-i3-1305u,fpt,data/fpt/raw_htmls/0121.html,
"Asus Vivobook Gaming V16 V3607VJ-RP071W | Core 5-210H/16GB/512GB/16""",asus,,,,,16,,,512,16,,,,,,26890000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-gaming-v16-v3607vj-rp071w-core-5-210h,fpt,data/fpt/raw_htmls/0124.html,
"Laptop Acer Nitro V ANV15-41-R1JY | R5 6600H/16GB/512GB/15.6""",acer,,,,,16,,,512,15.6,,,,,,21290000,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-v-gaming-anv15-41-r1jy-r5-6600h,fpt,data/fpt/raw_htmls/0126.html,
"HP Victus 15-fa2451TX i5-13420H (D17WPPA) chính hãng, giá rẻ",hp,Intel,i5-13420h,13,,,,,,,,,,,,30190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-victus-15-fa2451tx-i5-13420h,fpt,data/fpt/raw_htmls/0127.html,
Gigabyte Gaming A16 CMHI2VN894SH | i7 13620H/16GB/1TB,gigabyte,,,,,16,,,1000,,,,,,,32990000,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cmhi2vn894sh-i7-13620h,fpt,data/fpt/raw_htmls/0132.html,
HP Victus 15-fa2731TX | CPU i5-13420H/16GB/512GB,hp,Intel,i5-13420h,13,,16,,,512,,,,,,,27690000,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2731tx-i5-13420h-b85lnpa,fpt,data/fpt/raw_htmls/0134.html,
"Asus Vivobook M1407GA-LY270W Ryzen AI 7 445 chính hãng, giá rẻ",asus,AMD,ryzen ai 7,7,,,,,,,,,,,,23590000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m1407ga-ly270w-ryzen-ai-7-445,fpt,data/fpt/raw_htmls/0135.html,
"HP 250 G10 i5-1334U (B3WA8AT) chính hãng, giá rẻ",hp,Intel,i5-1334u,13,,,,,,,,,,,,17390000,https://fptshop.com.vn/may-tinh-xach-tay/hp-250-g10-i5-1334u-b3wa8at,fpt,data/fpt/raw_htmls/0137.html,
"Macbook Pro M5 2025 14"" 16GB/1TB | Chính hãng Apple, giá tốt",apple,Apple,,,,16,,,1000,14,,,Apple,,,44490000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2025-10cpu-10gpu-16gb-1tb,fpt,data/fpt/raw_htmls/0140.html,
"HP OmniBook 7 14-fs0042TU | Core 5 210H/24GB/512GB/14""2K",hp,,,,,24,,,512,14,,,,,,28190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-14-fs0042tu-core-5-210h-c1mp3pa,fpt,data/fpt/raw_htmls/0141.html,
Gigabyte Gaming A16 CVHI3VNC93SH | i7 13620H/16GB/512GB,gigabyte,,,,,16,,,512,,,,,,,37990000,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cvhi3vnc93sh-i7-13620h,fpt,data/fpt/raw_htmls/0142.html,
Asus TUF Gaming F16 FX607VJ-RL034W | Core 5-210H/16GB/512GB,asus,,,,,16,,,512,,,,,,,22190000,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-f16-fx607vj-rl034w-core-5-210h,fpt,data/fpt/raw_htmls/0143.html,
"Dell 15 DC15250 i5-1334U (71092479) chính hãng, giá rẻ",dell,Intel,i5-1334u,13,,,,,,,,,,,,22390000,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i5-1334u-71092479,fpt,data/fpt/raw_htmls/0144.html,
"HP OmniBook 7 14-fr0033TU | Ultra 5-225U/AI/16GB/512GB/14""",hp,,,5,,16,,,512,14,,,,,,26790000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-14-fr0033tu-ultra-5-225u-c1mn2pa,fpt,data/fpt/raw_htmls/0154.html,
"Asus Vivobook S14 M3407GA-SF030W Ryzen AI 7 445 chính hãng, giá rẻ",asus,AMD,ryzen ai 7,7,,,,,,,,,,,,27090000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s14-m3407ga-sf030w-ryzen-ai-7-445,fpt,data/fpt/raw_htmls/0155.html,
"HP OmniBook 5 16-ag1067AU | Ryzen Al 7 350/16GB/512GB/16""",hp,AMD,,,,16,,,512,16,,,,,,28190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-16-ag1067au-ryzen-al-7-350-bz7u5pa,fpt,data/fpt/raw_htmls/0157.html,
"Asus Vivobook S16 M3607HA-SH186W Ryzen 7 260 chính hãng, giá rẻ",asus,AMD,ryzen 7,7,,,,,,,,,,,,24290000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s16-m3607ha-sh186w-ryzen-7-260,fpt,data/fpt/raw_htmls/0159.html,
"Dell 16 DC16251 DC6C7557W1 | Core 7 150U/16GB/512GB/16.0""",dell,,,,,16,,,512,16.0,,,,,,30490000,https://fptshop.com.vn/may-tinh-xach-tay/dell-16-dc16251-core7-150u-dc6c7557w1,fpt,data/fpt/raw_htmls/0161.html,
"Acer Gaming Nitro V 15 ANV15-41-R732 | R5 6600H/16GB/512GB/15.6""",acer,,,,,16,,,512,15.6,,,,,,26990000,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-anv15-41-r732-r5-6600h,fpt,data/fpt/raw_htmls/0164.html,
Dell 15 DC15250 i7U161W11SLU 16GB/1TB | Chính hãng,dell,,,,,16,,,1000,,,,,,,22490000,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-i7u161w11slu,fpt,data/fpt/raw_htmls/0167.html,
"Asus Vivobook S3607VA-RP056W | i7-13620H/16GB/512GB/16""",asus,Intel,i7-13620h,13,,16,,,512,16,,,,,,23190000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s3607va-rp056w-i7-13620h,fpt,data/fpt/raw_htmls/0168.html,
"Lenovo LOQ 15IRX10 83JE00PEVN | i7 13650HX/16GB/512GB/15.6""",lenovo,,,,,16,,,512,15.6,,,,,,35590000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15irx10-i7-13650hx-16gb-83je00pevn,fpt,data/fpt/raw_htmls/0169.html,
Lenovo IdeaPad Slim 3 16IRH10 83K20004VN | i7-13620H/24GB/512GB,lenovo,Intel,i7-13620h,13,,24,,,512,,,,,,,19990000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-16irh10-83k20004vn,fpt,data/fpt/raw_htmls/0173.html,
HP Victus 15-fa2732TX | i5-13420H/16GB/512GB,hp,Intel,i5-13420h,13,,16,,,512,,,,,,,29190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa,fpt,data/fpt/raw_htmls/0174.html,
"Acer Aspire Lite 15 AL15-42P-R8E6 | R5 7430U/16GB/512GB/15.6""",acer,,,,,16,,,512,15.6,,,,,,15490000,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-15-al15-42p-r8e6-r5-7430u,fpt,data/fpt/raw_htmls/0175.html,
"LG Grambook 15U50T-G.AV56A5 | i5 1334U/16GB/512GB/15.6""",lg,,,,,16,,,512,15.6,,,,,,16390000,https://fptshop.com.vn/may-tinh-xach-tay/lg-grambook-15u50t-gav56a5-i5-1334u,fpt,data/fpt/raw_htmls/0180.html,
"Lenovo ThinkPad E14 Gen 7 Intel Ultra 5 135H chính hãng, giá rẻ",lenovo,Intel,,5,,,,,,,,,,,,23590000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-7-intel-ultra-5-135h,fpt,data/fpt/raw_htmls/0185.html,
"MSI Thin 15 B13UC-3247VN | i5-13420H/16GB/512GB/15.6""",msi,Intel,i5-13420h,13,,16,,,512,15.6,,,,,,19990000,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin-15-b13uc-3247vn-i5-13420h,fpt,data/fpt/raw_htmls/0189.html,
"MSI Katana 15 HX B14WFK-267VN | i7 14650HX/AI/32GB/512GB/15.6""",msi,,,,,32,,,512,15.6,,,,,,42990000,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wfk-267vn-i7-14650hx,fpt,data/fpt/raw_htmls/0196.html,
Asus Vivobook 14 A1407CA-LY008WS | Ultra 5-225H/16GB/512GB,asus,,,5,,16,,,512,,,,,,,20490000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-14-a1407ca-ly008ws,fpt,data/fpt/raw_htmls/0201.html,
Gigabyte Gaming A16 CWHI3VN864SH | i7 13620H/32GB/1TB,gigabyte,,,,,32,,,1000,,,,,,,42990000,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cwhi3vn864sh-i7-13620h,fpt,data/fpt/raw_htmls/0202.html,
"Dell 15 DC15250 i5-1334U (i5U165W11SLU) chính hãng, giá rẻ",dell,Intel,i5-1334u,13,,,,,,,,,,,,17990000,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i5-1334u-i5u165w11slu,fpt,data/fpt/raw_htmls/0204.html,
"HP OmniBook 5 16-ag1068AU | AMD AI 5 340/16GB/512GB/16""",hp,AMD,,,,16,,,512,16,,,,,,26690000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-16-ag1068au-amd-ai-5-340-bz7t0pa,fpt,data/fpt/raw_htmls/0206.html,
"Dell 16 DC16250 C7U161W11BLU | Core 7-150U/16GB/1TB/16.0""",dell,,,,,16,,,1000,16.0,,,,,,27490000,https://fptshop.com.vn/may-tinh-xach-tay/dell-16-dc16250-core-7-150u-c7u161w11blu,fpt,data/fpt/raw_htmls/0207.html,
"Lenovo LOQ 15ARP9 83JC00LVVN | R5-7235HS/16GB/512GB/15.6""",lenovo,,,,,16,,,512,15.6,,,,,,23290000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15arp9-r5-7235hs-83jc00lvvn,fpt,data/fpt/raw_htmls/0211.html,
Acer Nitro Lite 16 NL16-71G-56WQ | i5 13420H/16GB/512GB,acer,,,,,16,,,512,,,,,,,26690000,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-lite-16-nl16-71g-56wq-i5-13420h,fpt,data/fpt/raw_htmls/0215.html,
"Acer Nitro V 15 ProPanel ANV15-52-72BM | i7 13620H/16GB/512GB/15.6""",acer,,,,,16,,,512,15.6,,,,,,34990000,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-52-72bm-i7-13620h,fpt,data/fpt/raw_htmls/0216.html,
Acer Nitro Lite 16 NL16-71G-71UJ | CPU i7 13620H/16GB/512GB,acer,,,,,16,,,512,,,,,,,27590000,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-lite-16-nl16-71g-71uj-i7-13620h,fpt,data/fpt/raw_htmls/0217.html,
"Lenovo Legion 5 15IRX10 i7-13650HX (83LY00HQVN) chính hãng, giá rẻ",lenovo,Intel,i7-13650hx,13,,,,,,,,,,,,40990000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-legion-5-15irx10-i7-13650hx-83ly00hqvn,fpt,data/fpt/raw_htmls/0221.html,
Laptop Acer Aspire 7 A715-59G-73LB | i7 12650H/16GB/512GB,acer,,,,,16,,,512,,,,,,,23990000,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-59g-73lb-i7-12650h,fpt,data/fpt/raw_htmls/0223.html,
"HP OmniBook 7 16-az0040TU | Core 9-270H/32GB/512GB/16""2K",hp,,,,,32,,,512,16,,,,,,39590000,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-16-az0040tu-core-9-270h-c2dr3pa,fpt,data/fpt/raw_htmls/0224.html,
Dell Inspiron 15 3530 71053721 | CPU i7 1355U/16GB/512GB,dell,,,,,16,,,512,,,,,,,21990000,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-71053721,fpt,data/fpt/raw_htmls/0232.html,
Asus Vivobook Flip 14 TP3402VA-LZ632W | CPU i5-13420H,asus,Intel,i5-13420h,13,,,,,,,,,,,,20690000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-flip-tp3402va-lz632w,fpt,data/fpt/raw_htmls/0234.html,
"MacBook Neo 13 inch 8GB/512GB | Chính hãng, giá tốt",apple,,,,,8,,,512,13,,,,,,18990000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-512gb,fpt,data/fpt/raw_htmls/0236.html,
"Asus Vivobook X1502VA-BQ885W | i5-13420H/16GB/512GB/15.6""",asus,Intel,i5-13420h,13,,16,,,512,15.6,,,,,,16890000,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1502va-bq885w-i5-13420h,fpt,data/fpt/raw_htmls/0246.html,
"Lenovo LOQ 15IRX10 83JE00PEVN | i7 13650HX/32GB/512GB/15.6""",lenovo,,,,,32,,,512,15.6,,,,,,37690000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15irx10-i7-13650hx-83je00pevn,fpt,data/fpt/raw_htmls/0249.html,
"MacBook Pro 14 inch M5 2025 10CPU/10GPU/24GB/1TB 96W chính hãng, giá rẻ",apple,,,,,24,,,1000,14,,,,,,51990000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-inch-m5-2025-10cpu-10gpu-24gb-1tb-96w,fpt,data/fpt/raw_htmls/0250.html,
"MSI Gaming Katana 15 B13UDXK-2412VN | i5 13420H/16GB/1TB/15.6""",msi,,,,,16,,,1000,15.6,,,,,,24490000,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2412vn-i5-13420h,fpt,data/fpt/raw_htmls/0252.html,
Asus TUF Gaming F16 FX608JH-RV039W | i5-13450HX/16GB/1TB,asus,Intel,i5-13450hx,13,,16,,,1000,,,,,,,32090000,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-f16-fx608jh-rv039w-i5-13450hx,fpt,data/fpt/raw_htmls/0258.html,
"HP 14-ep0220TU i3-1315U (B73VWPA) | Chính hãng, giá rẻ",hp,Intel,i3-1315u,13,,,,,,,,,,,,12490000,https://fptshop.com.vn/may-tinh-xach-tay/hp-14-ep0220tu-i3-1315u-b73vwpa,fpt,data/fpt/raw_htmls/0259.html,
"MacBook Pro 14 M5 2026 10CPU/10GPU/32GB/2TB/Nano/96W chính hãng, giá rẻ",apple,,,,,32,,,2000,,,,,,,71490000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-32gb-2tb-nano-96w,fpt,data/fpt/raw_htmls/0261.html,
"MacBook Pro 14 M5 2026 10CPU/10GPU/24GB/1TB/Nano/96W chính hãng, giá rẻ",apple,,,,,24,,,1000,,,,,,,54990000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-24gb-1tb-nano-96w,fpt,data/fpt/raw_htmls/0262.html,
"Lenovo LOQ 15ARP9 83JC00M3VN | R5-7235HS/16GB/1TB/15.6""",lenovo,,m3,,,16,,,1000,15.6,,,,,,24890000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15arp9-r5-7235hs-83jc00m3vn,fpt,data/fpt/raw_htmls/0263.html,
"Dell Inspiron 15 3530 (P112F010) | i5 1334U/16GB/512GB/15.6""",dell,,,,,16,,,512,15.6,,,,,,18490000,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-i5-1334u-i5u165w11slu,fpt,data/fpt/raw_htmls/0264.html,
"MacBook Pro 14 M5 2026 10CPU/10GPU/32GB/2TB/96W chính hãng, giá rẻ",apple,,,,,32,,,2000,,,,,,,67490000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-32gb-2tb-96w,fpt,data/fpt/raw_htmls/0265.html,
"Lenovo ThinkBook 16 G8 IAL (21SK0071VN) | U5-225H/16GB/512GB/16""",lenovo,,,,,16,,,512,16,,,,,,22690000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkbook-16-g8-ial-u5-225h-21sk0071vn,fpt,data/fpt/raw_htmls/0269.html,
Laptop HP 15-fd0305TU A2NL6PA | CPU i3 1315U/8GB/256GB,hp,,,,,8,,,256,,,,,,,12190000,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-fd0305tu-i3-1315u-a2nl6pa,fpt,data/fpt/raw_htmls/0270.html,
"MacBook Pro 14 M5 2026 10CPU/10GPU/32GB/1TB/96W chính hãng, giá rẻ",apple,,,,,32,,,1000,,,,,,,55990000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-32gb-1tb-96w,fpt,data/fpt/raw_htmls/0271.html,
"MacBook Pro 14 M5 2026 10CPU/10GPU/24GB/1TB/96W chính hãng, giá rẻ",apple,,,,,24,,,1000,,,,,,,50990000,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-24gb-1tb-96w,fpt,data/fpt/raw_htmls/0272.html,
Dell Inspiron 15 3530 N5I5530W1 | i5 1334U/16GB/512GB,dell,,,,,16,,,512,,,,,,,18490000,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-i5-1334un5i5530w1,fpt,data/fpt/raw_htmls/0274.html,
"Dell 14 DC14255 Ryzen AI 5 330 (DC4AI5278W1) chính hãng, giá rẻ",dell,AMD,ryzen ai 5,5,,,,,,,,,,,,26390000,https://fptshop.com.vn/may-tinh-xach-tay/dell-14-dc14255-ryzen-ai-5-330-dc4ai5278w1,fpt,data/fpt/raw_htmls/0278.html,
"Asus Zenbook S16 UM5606GA-SS384WS Ryzen AI 9 465 chính hãng, giá rẻ",asus,AMD,ryzen ai 9,9,,,,,,,,,,,,48590000,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-s16-um5606ga-ss384ws-ryzen-ai-9-465,fpt,data/fpt/raw_htmls/0280.html,
MSI Crosshair 16 HX D2XWGKG-034VN | Ultra 7 255HX/16GB/1TB,msi,,,7,,16,,,1000,,,,,,,53990000,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-crosshair-16-hx-d2xwgkg-034vn-u7-255hx,fpt,data/fpt/raw_htmls/0284.html,
Asus Zenbook 14 OLED UX3405CA-PZ204WS | Ultra 9-285H/32GB/1TB,asus,,,9,,32,,,1000,,,,,,,35290000,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ca-pz204ws,fpt,data/fpt/raw_htmls/0285.html,
Acer Aspire Lite 16 Gen 2 AL16-52P-572A | i5 1334U/16GB/512GB,acer,,,,,16,,,512,,,,,,,15290000,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-16-gen-2-al16-52p-572a-i5-1334u,fpt,data/fpt/raw_htmls/0290.html,
